代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
9E+26,宏利亞洲收益成長多重資產基金A美累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,無,7.94,0.24,0.46,-0.17,-0.02,0.32億(),2021/6/25,1.95,5.1,5.56,7.2,7.67,12.67,11.59,
9E+27,宏利亞洲收益成長多重資產基金B美月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.94,0.24,0.46,-0.17,-0.01,0.14億(),2021/6/25,1.95,5.1,5.56,7.2,7.67,12.7,11.62,
9E+28,宏利亞洲收益成長多重資產基金A人幣避累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,無,7.84,0.15,0.45,-0.18,-0.02,0.01億(),2021/6/25,1.53,4.08,4.14,5.77,5.14,6.89,3.24,
9E+29,宏利亞洲收益成長多重資產基金B人避月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.81,0.15,0.45,-0.18,-0.01,0.03億(),2021/6/25,1.68,4.22,4.26,5.97,5.08,7.13,3.51,
9E+30,宏利亞洲收益成長多重資產基金A南幣避累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,南非幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,無,23.95,0.37,0.56,-0.14,-0.02,0.00億(),2021/6/25,3.04,6.56,6.36,8.23,33.77,45.06,48.05,
9E+31,宏利亞洲收益成長多重資產基金B南避月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,月配,9.32,0.24,0.53,-0.14,-0.01,0.01億(),2021/6/25,3.27,6.63,7.94,9.95,8.82,16.99,18.27,
9E+32,宏利亞洲收益成長多重資產基金A澳幣避累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,無,7.7,0.23,0.44,-0.14,-0.01,0.00億(),2021/6/25,1.92,4.84,5.04,6.59,7.18,5.17,4.86,
9E+33,宏利亞洲收益成長多重資產基金B澳避月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.77,0.23,0.44,-0.15,-0.02,0.00億(),2021/6/25,1.8,4.48,5.57,6.87,7.34,52.91,51.97,
9E+34,宏利實質多重資產基金A美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,5.78,0.14,0.27,-0.19,-0.02,4.65億(),2021/8/17,1.35,3.16,3.12,4.13,3.89,13,5.51,
9E+35,宏利實質多重資產基金B美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,5.78,0.14,0.27,-0.19,-0.02,3.21億(),2021/8/17,1.35,3.16,3.12,4.13,3.89,13,5.52,
9E+36,宏利實質多重資產基金A人民幣避險累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,5.72,0.01,0.26,-0.19,-0.02,0.53億(),2021/8/17,1.12,2.42,1.93,2.9,1.36,7.84,-2.17,
9E+37,宏利實質多重資產基金B人民幣避險月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,5.9,-0.02,0.27,-0.19,-0.01,0.37億(),2021/8/17,1.12,2.33,1.74,2.59,0.61,7.12,-3.09,
9E+38,宏利實質多重資產基金A南非幣避險累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,南非幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,5.33,0.34,0.24,-0.19,-0.02,0.01億(),2021/8/17,1.63,3.83,5.03,6.36,7.67,17.38,15.53,
9E+39,宏利實質多重資產基金B南非幣避險月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,5.54,0.29,0.25,-0.17,-0.01,0.01億(),2021/8/17,1.53,3.64,4.51,5.88,6.85,18.64,17.15,
9E+40,宏利實質多重資產基金A澳幣避險累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,5.81,0.13,0.27,-0.18,-0.02,0.36億(),2021/8/17,1.33,3,3.1,4.11,3.75,11.58,1.94,
9E+41,宏利實質多重資產基金B澳幣避險月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,6.23,0.08,0.28,-0.18,-0.01,0.24億(),2021/8/17,1.33,3.01,3.08,4.16,2.78,10.35,0.78,
9E+42,宏利全球科技基金-A美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,26.78,0.28,1.68,-0.52,-0.08,1.33億(),2022/3/22,6.41,15.93,11.78,16.02,27.23,62.55,60.34,
9E+44,宏利全球科技基金-A人民幣避險累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,26.77,0.25,1.68,-0.57,-0.08,0.13億(),2022/3/22,7.24,16.76,11.98,16.28,23.38,52.57,45.1,
9E+46,宏利全球科技基金-A南非幣避險累積,穩健型,南非幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,26.93,0.31,1.68,-0.49,-0.08,0.11億(),2022/3/22,6.36,15.99,12.96,17.58,31.02,73.81,70.2,
9E+48,宏利全球科技基金-A澳幣避險累積,穩健型,澳幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,27.1,0.28,1.69,-0.48,-0.07,0.11億(),2022/3/22,6.33,15.6,11.07,15.23,26.75,59.32,53.89,
9E+50,宏利數位基礎設施多重資產基金A美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,8,0.01,0.32,-0.31,-0.04,0.19億(),2022/10/17,-0.38,2.09,3.12,4.62,1.22,11.01,,
9E+51,宏利數位基礎設施多重資產基金B美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,8,0.01,0.32,-0.31,-0.03,0.25億(),2022/10/17,-0.38,2.09,3.12,4.62,1.23,11.02,,
9F01,宏利澳洲優選債券收益基金-美元避累積(本基金有相當比重投資於非投資等級之高風險債券),保守型,美元,澳洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.32,0.4,0.31,0.06,0.01,0.30億(),2019/5/29,1.01,2.04,2.14,2.34,4.48,11.46,14.26,12.23
9F02,宏利澳洲優選債券收益基金-美元避月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),保守型,美元,澳洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.34,0.43,0.38,0.06,0,1.21億(),2019/5/29,1.11,2.28,2.68,3.06,4.78,11.72,14.43,12.4
9F03,宏利澳洲優選債券收益基金-澳幣累積(本基金有相當比重投資於非投資等級之高風險債券),保守型,澳幣,澳洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.47,0.41,0.26,0.03,0,0.71億(),2019/5/29,1.01,1.99,2.25,2.42,4.82,11.15,14.64,11.72
9F04,宏利澳洲優選債券收益基金-澳幣月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),保守型,澳幣,澳洲,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.47,0.41,0.26,0.03,0,2.46億(),2019/5/29,1.01,1.99,2.24,2.42,4.82,11.15,14.65,11.72
9G01,宏利特別股息收益基金-NA累積(本基金並無保證收益及配息),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,7.2,-0.11,0.26,-0.09,-0.01,0.01億(),2020/9/21,2.59,3.19,-3.17,-2.02,-1.66,4.91,2,
9G02,宏利特別股息收益基金-NB月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.41,-0.12,0.21,0,0,0.61億(),2020/9/21,2.71,3.2,-4.3,-2.87,-2.03,5.64,1.44,
9G03,宏利全球非投資等級債券基金N累積(本基金主要係投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,4.63,-0.12,0.08,0.01,0,0.15億(),2020/11/24,2.33,1.37,-3.34,-2.32,-0.87,5.4,4.38,
9G04,宏利全球非投資等級債券基金N月配現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.1,-0.09,0.14,0,0,0.31億(),2020/11/24,2.04,1.35,-2.76,-1.74,-0.12,6.6,5.18,
9G05,宏利亞洲收益成長多重資產基金N累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,無,6.94,0.04,0.34,-0.12,-0.01,0.03億(),2021/6/25,2.99,4.27,0.64,1.93,2.05,4.23,3.44,
9G06,宏利亞洲收益成長多重資產基金N月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,月配,6.96,0.05,0.35,-0.13,-0.01,0.17億(),2021/6/25,2.92,4.24,0.89,2.18,2.15,4.29,3.29,
9G07,宏利實質多重資產基金NA累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,5.79,-0.13,0.12,-0.14,-0.01,0.16億(),2021/8/17,2.42,2.32,-1.87,-1.14,-1.53,5.91,1.12,
9G08,宏利實質多重資產基金NB月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,5.89,-0.13,0.11,-0.14,-0.01,0.65億(),2021/8/17,2.43,2.26,-2.09,-1.37,-1.66,5.49,0.7,
9G09,宏利全球科技基金-NA累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,24.36,0.24,1.51,-0.48,-0.07,0.10億(),2022/3/22,7.33,14.64,6.08,9.86,20.25,45.48,48.92,
9G11,宏利數位基礎設施多重資產基金NA累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,6.92,-0.25,0.09,-0.24,-0.03,0.34億(),2022/10/17,1.29,1.17,-3.6,-2.31,-4.89,3.99,,
9G12,宏利數位基礎設施多重資產基金NB月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,6.99,-0.25,0.09,-0.24,-0.02,1.33億(),2022/10/17,1.3,1.15,-3.76,-2.49,-5,3.61,,
9H01,宏利特別股息收益基金-NA美元累積(本基金並無保證收益及配息),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,7.38,0.11,0.4,-0.09,-0.01,0.11億(),2020/9/21,1.58,4.1,1.58,3.11,3.9,13.26,6.63,
9H02,宏利特別股息收益基金-NB美元月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.46,0.11,0.41,-0.12,-0.01,0.58億(),2020/9/21,1.6,4.01,1.51,3.15,3.8,13.25,6.64,
9H03,宏利特別股息收益基金-NA人民幣險累積(本基金並無保證收益及配息),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,6.95,0.05,0.37,-0.18,-0.02,0.04億(),2020/9/21,1.35,3.21,0.27,1.62,2.27,9.63,6.72,
9H04,宏利特別股息收益基金-NB人民幣避險月現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.45,-0.06,0.41,-0.13,-0.01,0.32億(),2020/9/21,1.29,3.23,-0.08,1.18,-0.62,5.83,-2.55,
9H05,宏利全球非投資等級債券基金N美元累積(本基金主要係投資於非投資等級之高風險債券),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.57,0.34,0.63,-0.05,-0.01,1.57億(),2020/11/24,0.82,2.28,2.88,4.14,5.54,14.15,13.23,
9H06,宏利全球非投資等級債券基金N美元月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.56,0.34,0.63,-0.05,0,2.69億(),2020/11/24,0.82,2.28,2.88,4.14,5.54,14.15,13.24,
9H07,宏利全球非投資等級債券基金N人幣避累積(本基金主要係投資於非投資等級之高風險債券),穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.46,0.12,0.61,-0.06,-0.01,0.20億(),2020/11/24,0.54,1.46,1.58,2.8,2.66,7.96,4.27,
9H08,宏利全球非投資等級債券基金N人幣避月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.5,0.09,0.6,-0.06,0,0.27億(),2020/11/24,0.58,1.49,1.53,2.78,2.33,7.75,4.16,
9H09,宏利全球非投資等級債券基金N澳幣避累積(本基金主要係投資於非投資等級之高風險債券),穩健型,澳幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.29,0.36,0.58,-0.05,0,0.24億(),2020/11/24,0.81,2.25,2.58,3.76,5.36,12.6,9.86,
9H10,宏利全球非投資等級債券基金N澳幣避月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,澳幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.65,0.28,0.61,-0.05,0,0.14億(),2020/11/24,0.91,2.39,2.93,4.31,4.85,12.23,9.43,
9H11,宏利全球非投資等級債券基金N南幣避累積(本基金主要係投資於非投資等級之高風險債券),穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,4.08,0.59,0.69,-0.03,0,0.03億(),2020/11/24,1,3.15,4.84,7.96,9.97,21.69,28.66,
9H12,宏利全球非投資等級債券基金N南幣避月現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.83,0.53,0.64,-0.04,0,0.06億(),2020/11/24,1.05,2.84,4.8,6.72,8.5,19.94,20.92,
9H13,宏利亞洲收益成長多重資產基金N美累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,無,7.94,0.24,0.46,-0.17,-0.02,0.64億(),2021/6/25,1.95,5.1,5.56,7.2,7.67,12.7,11.62,
9H14,宏利亞洲收益成長多重資產基金N美月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,亞洲,國內,多重資產型,多重資產型,國內-多重資產型,月配,7.94,0.24,0.46,-0.17,-0.01,0.90億(),2021/6/25,1.95,5.1,5.56,7.2,7.67,12.7,11.62,
