代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
9007,施羅德中國非投資等級債券基金－累積型,穩健型,台幣,中國,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,1.65,0.7,0.07,0.04,0,0.16億(),2012/3/26,0.85,0.66,1.73,0.99,5.33,1.62,-7.11,-17.18
9008,施羅德中國非投資等級債券基金－月配現(本基金之配息來源可能為本金),穩健型,台幣,中國,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,1.65,0.67,0.09,0.03,0,1.11億(),2012/3/26,0.81,0.55,1.53,0.94,5.16,1.73,-7.93,-18.1
9009,施羅德台灣樂活中小基金,積極型,台幣,台灣,國內,國內股票開放型中小型,國內-國內股票開放型中小型,無,19.05,0.21,1.04,0.89,0.52,4.25億(),2007/11/16,1.01,8.95,7.37,1.47,13.98,77.34,56.6,176.93
90A0,施羅德全週期收益多重資產基金累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,3.75,0.89,0.27,0.08,0.01,0.24億(),2021/3/12,1.78,3.1,5.27,2.39,13.43,24.9,24.77,
90A1,施羅德全週期收益多重資產基金月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,3.88,0.86,0.28,0.1,0.01,0.13億(),2021/3/12,1.84,3.14,5.38,2.39,13.47,24.99,24.9,
9203,聯邦貨幣市場基金,保守型,台幣,台灣,國內,國內貨幣市場型,國內-國內貨幣市場型,無,0.03,1.95,0,0,0,165.34億(),1999/9/30,0.13,0.38,0.74,0.22,1.43,2.66,3.41,4
9208,聯邦美國優選投資等級債券基金Ａ累積(本基金有一定比重得投資於非投資等級之高風險債券),穩健型,台幣,美國,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,,,,0.32,0.03,3.69億(),2024/5/23,1.24,-0.25,-2.94,1,,,,
9209,聯邦美國優選投資等級債券基金Ｂ季配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),穩健型,台幣,美國,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,季配,,,,0.32,0.03,1.95億(),2024/5/23,1.24,-0.25,-2.94,1,,,,
9302,宏利澳洲優選債券收益基金─累積(本基金有相當比重投資於非投資等級之高風險債券),保守型,台幣,澳洲,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,5.26,0.31,0.51,0.45,0.04,0.47億(),2019/5/29,2.34,0.64,-0.29,2.34,7,11.67,11.8,4.52
9303,宏利澳洲優選債券收益基金─月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),保守型,台幣,澳洲,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,5.26,0.31,0.51,0.45,0.04,1.80億(),2019/5/29,2.34,0.64,-0.3,2.34,7,11.67,11.81,4.51
9501,宏利亞太入息債券基金Ａ－累積,穩健型,台幣,亞太,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.3,0.37,0.41,0.2,0.03,8.80億(),2009/12/9,0.82,0.61,0.15,0.74,4.24,6.54,1.19,0.86
9502,宏利亞太入息債券基金Ｃ－月配現(本基金之配息來源可能為本金),穩健型,台幣,亞太,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.32,0.38,0.41,0.2,0.02,0.01億(),2015/3/20,0.81,0.56,0.04,0.74,4.37,4.87,6.52,0.85
9503,宏利台灣動力基金,穩健型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,15.67,0.08,0.73,0.77,0.63,4.86億(),2000/2/23,-1.11,0.11,3.64,-3.42,4.43,56.3,35.01,139.2
9504,宏利新興市場非投資等級債券基金－Ａ累積,穩健型,台幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.31,0.93,0.46,0.08,0.01,8.77億(),2010/9/29,1.26,1.38,3.6,1.89,8.98,20.88,10.67,-2.16
9505,宏利新興市場非投資等級債券基金－Ｂ月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.36,0.88,0.46,0.08,0,0.70億(),2010/9/29,1.25,1.34,3.54,1.88,8.7,20.52,9.66,-2.15
9506,宏利新興市場非投資等級債券基金－Ｃ月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.39,0.88,0.47,0.08,0,0.16億(),2014/9/12,1.25,1.57,3.88,2.04,8.86,20.6,9.94,-2.52
9507,宏利特別股息收益基金─Ａ累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,6.22,0.17,0.5,0.09,0.01,1.24億(),2018/7/16,0,-1.12,0.47,0.85,4.73,4.63,4.01,-4.06
9508,宏利特別股息收益基金─Ｂ月配現,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,6.09,0.2,0.48,0.13,0.01,1.19億(),2018/7/16,0.11,-0.83,1.18,0.99,5.44,6.25,5.36,-2.82
9510,宏利全球非投資等級債券基金Ａ累積(本基金主要係投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.39,0.73,0.49,0.12,0.01,3.53億(),2020/11/24,0.4,1.35,3.29,1.1,7.45,10.44,2.41,
9511,宏利全球非投資等級債券基金Ｂ月配現(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.32,0.73,0.49,0.11,0.01,0.19億(),2020/11/24,0.41,1.22,2.96,1.07,7.29,10.97,2.33,
9512,宏利亞洲收益成長多重資產基金Ａ累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,亞洲,國內,多重資產型,國內-多重資產型,無,4.47,0.19,0.34,-0.09,-0.01,0.09億(),2021/6/25,1.54,0.86,1.12,1.41,4.1,1,-7.84,
9513,宏利亞洲收益成長多重資產基金Ｂ月配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,亞洲,國內,多重資產型,國內-多重資產型,月配,4.56,0.19,0.34,-0.1,-0.01,0.01億(),2021/6/25,1.53,0.85,1.1,1.4,4.25,0.9,-8.46,
9514,宏利實質多重資產基金Ａ累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,5.08,0.26,0.37,0.09,0.01,0.84億(),2021/8/17,0.27,-1.01,0.36,0.69,5.74,8.72,5.31,
9515,宏利實質多重資產基金Ｂ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,4.93,0.32,0.35,0.14,0.01,1.67億(),2021/8/17,0.24,-0.57,1.33,0.81,6.78,9.81,6.3,
9516,宏利全球科技基金－Ａ累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.58,0.29,1.13,-0.48,-0.06,0.61億(),2022/3/22,0,6.21,8.9,2.89,16.09,49.1,,
9518,宏利數位基礎設施多重資產基金Ａ累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,7.4,0.17,0.54,0.32,0.04,0.92億(),2022/10/17,0.84,-0.06,-0.52,1.53,5.51,9.28,,
9519,宏利數位基礎設施多重資產基金Ｂ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,7.4,0.17,0.53,0.32,0.03,0.85億(),2022/10/17,0.84,0.01,-0.45,1.55,5.55,9.23,,
9601,柏瑞亞太非投資等級債券基金－Ｎ月配現(本基金之配息來源可能為本金),穩健型,台幣,亞太,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.63,0.62,0.1,0.35,0.02,5.48億(),2015/11/5,1.6,0.33,2.67,0.99,9.38,13.85,12.43,-12.04
9602,柏瑞亞太高股息基金－Ｎ月配現(本基金並無保證收益及配息且配息來源可能為本金),積極型,台幣,亞太,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,月配,12.99,0.2,0.87,-0.97,-0.11,0.05億(),2015/9/3,2.52,2.83,0.8,3.62,10.02,11,3.52,12.36
9604,柏瑞全球策略非投資等級債券基金－Ｎ月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.38,0.85,0.43,0.17,0.01,18.37億(),2015/8/28,0.43,1.86,4.12,1.3,8.51,19.2,12.11,7.59
9605,柏瑞全球策略非投資等級債券基金－Ｎ９累積,穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.39,0.85,0.43,0.17,0.02,9.26億(),2016/1/29,0.43,1.86,4.12,1.3,8.5,19.19,12.1,7.59
9606,柏瑞新興市場非投資等級債券基金－Ｎ月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.72,0.59,0.56,0.09,0,0.41億(),2016/4/22,1,1.15,2.14,1.45,6.9,14.63,2.88,-8.26
9607,柏瑞新興市場非投資等級債券基金－Ｎ９累積,穩健型,台幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.72,0.58,0.56,0.09,0.01,0.01億(),2016/4/25,1,1.14,2.13,1.44,6.88,14.61,2.86,-8.28
9608,柏瑞ＥＳＧ新興市場企業策略債券基金Ｎ月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,2.25,0.74,0.21,0.24,0.02,0.25億(),2016/5/23,1.17,0.93,1.81,0.95,7.18,12.26,5.69,-2.39
9609,柏瑞ＥＳＧ新興市場企業策略債券基金Ｎ９累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,無,2.25,0.74,0.21,0.24,0.03,1.47億(),2016/5/20,1.17,0.94,1.81,0.95,7.18,12.25,5.69,-2.39
9610,柏瑞新興亞太策略債券基金－Ｎ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,2.28,0.8,0.16,0.27,0.02,0.44億(),2016/1/26,1.3,0.9,1.86,1.02,7.73,10.99,10.1,1.49
9611,柏瑞新興亞太策略債券基金－Ｎ９累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,亞太不含日本,國內,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,2.28,0.8,0.16,0.27,0.03,0.33億(),2016/6/24,1.3,0.9,1.86,1.02,7.73,10.98,10.1,1.42
9613,柏瑞特別股息收益基金－Ｎ月配現(本基金並無保證收益及配息且配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,4.35,0.26,0.24,0,0,234.64億(),2017/4/5,0.25,-0.08,1.59,0.77,5.15,11.25,12.59,9.29
9614,柏瑞特別股息收益基金－Ｎ９累積(本基金並無保證收益及配息),穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,4.39,0.26,0.25,0.08,0.01,16.69億(),2017/4/11,0.33,-0.08,1.66,0.82,5.25,11.37,12.6,9.38
9615,柏瑞多重資產特別收益基金－Ｎ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,2.77,0.64,0.47,0.13,0.01,47.87億(),2018/1/31,0.56,1.47,2.99,1.28,7.57,14.29,13.69,12.64
9616,柏瑞多重資產特別收益基金－Ｎ９累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,2.78,0.64,0.47,0.13,0.02,6.91億(),2018/2/5,0.56,1.47,2.99,1.28,7.57,14.29,13.69,12.64
9618,柏瑞新興動態多重資產基金－Ｎ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,新興市場,國內,多重資產型,國內-多重資產型,月配,9.45,0.35,0.59,-0.56,-0.04,0.36億(),2019/10/31,4.39,3.75,4.28,4.69,12.87,17.87,8.85,1.42
9619,柏瑞ＥＳＧ量化債券基金－Ｎ９累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.33,0.65,0.28,0.21,0.02,11.69億(),2020/1/30,1.37,1.35,1.66,1.28,6.6,9.82,0.5,-2.63
9620,柏瑞ＥＳＧ量化債券基金－Ｎ月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.33,0.65,0.28,0.21,0.02,24.33億(),2020/1/30,1.37,1.35,1.66,1.28,6.59,9.82,0.5,-2.64
9621,柏瑞ＥＳＧ量化多重資產基金－Ｎ９累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,4.15,0.7,0.35,0.07,0.01,1.00億(),2020/11/30,1.19,2.17,5.16,1.99,11.73,21.9,18.13,
9622,柏瑞ＥＳＧ量化多重資產基金－Ｎ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,4.15,0.7,0.35,0.07,0.01,11.10億(),2020/11/30,1.19,2.17,5.16,1.99,11.73,21.9,18.13,
9623,柏瑞全球策略量化債券基金－Ｎ９累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.27,0.75,0.26,0.19,0.02,2.22億(),2021/4/20,1.55,1.55,1.96,1.42,7.31,12.56,4.54,
9624,柏瑞全球策略量化債券基金－Ｎ月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.27,0.75,0.26,0.19,0.02,8.05億(),2021/4/20,1.55,1.55,1.97,1.42,7.31,12.56,4.54,
9625,柏瑞ＥＳＧ量化全球股票收益基金Ｎ９累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.04,0.48,0.87,-0.21,-0.03,0.57億(),2021/9/24,1.34,2.79,8.93,3.23,18.93,39.3,44.91,
9626,柏瑞趨勢動態多重資產基金－Ｎ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,6.51,0.64,0.57,-0.71,-0.08,2.57億(),2022/1/18,1.04,3.2,6.51,3.47,16.46,27.83,30.14,
9627,柏瑞趨勢動態多重資產基金－Ｎ９累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,6.51,0.63,0.57,-0.71,-0.09,0.69億(),2022/1/18,1.04,3.2,6.51,3.47,16.46,27.83,30.14,
9628,柏瑞ＥＳＧ減碳全球股票基金Ｎ９累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,13.55,0.29,1.22,0,0,0.30億(),2022/12/30,1.18,2.39,5.58,3.04,14.71,36.52,,
9629,柏瑞利率對策多重資產基金Ｎ台配(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,4.74,0.71,0.39,-0.15,-0.02,2.44億(),2023/6/21,1.26,2.33,5.25,2.76,13.54,,,
9630,柏瑞利率對策多重資產基金Ｎ９台累(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,4.73,0.71,0.39,-0.15,-0.02,0.27億(),2023/6/21,1.26,2.33,5.25,2.76,13.54,,,
9631,柏瑞科技多重資產基金Ｎ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,8.79,0.35,0.75,0.12,0.01,5.56億(),2023/12/7,2.1,2.57,2.47,3.08,12.12,,,
9632,柏瑞科技多重資產基金Ｎ９累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,8.79,0.35,0.75,0.12,0.01,0.79億(),2023/12/7,2.1,2.57,2.47,3.09,12.11,,,
9704,大華銀新加坡房地產收益基金─累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,不動產證券化型,國內-不動產證券化型,無,16.69,-0.03,0.95,0.54,0.05,1.82億(),2020/7/27,-0.53,-1.06,-4.69,2.08,-1.79,-5.27,-4.21,
9705,大華銀新加坡房地產收益基金─月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,不動產證券化型,國內-不動產證券化型,月配,16.69,-0.03,0.95,0.57,0.04,2.77億(),2020/7/27,-0.64,-1.07,-4.76,1.97,-1.83,-5.25,-4.3,
9706,大華銀全球短年期投資等級債基金月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.41,0.66,-0.49,0.18,0.02,0.18億(),2023/10/12,0.46,2.06,4.63,0.89,9.33,,,
9A01,施羅德中國非投資等級債券－人民幣累積,穩健型,人民幣,中國,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.29,0.26,0.39,-0.05,0,0.58億(),2013/5/24,0.87,0.42,0.28,1.1,3.31,-1.3,-12.9,-23.92
